*author: ADAMCZYK
*reference: PRL 114,022301 : 2015
*reference: ARXIV:1408.4360 : 2014
*doi: 10.1103/PhysRevLett.114.022301
*status: Encoded 01 JUN 2016 by Nickolas Luttrell (Rice University)
*title: The $\Lambda\Lambda$ Correlation Function in Au+Au collisions at $\sqrt{s_{NN}}=$ 200 GeV
*comment: BNL-RHIC.  We present $\Lambda\Lambda$ correlation measurements in heavy-ion collisions for Au+Au collisions at $\sqrt{s_{NN}}= 200$ GeV using the STAR experiment at the Relativistic Heavy-Ion Collider (RHIC). The Lednick$\acute{y}$-Lyuboshitz analytical model has been used to fit the data to obtain a source size, a scattering length and an effective range. Implications of the measurement of the $\Lambda\Lambda$ correlation function and interaction parameters for di-hyperon searches are discussed
*durhamId:
*inspireId: 1311513
*cdsId: 1750864
*detector: STAR
*experiment: BNL-RHIC-STAR

*dataset:
*location: Figure 1
*dscomment: The invariant mass distribution for $\Lambda$ and $\bar{\Lambda}$ produced in Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV, for 0-80% centrality. The $\Lambda$ and $\bar{\Lambda}$ candidates lying in the mass range 1.112 to 1.120 GeV/c^2 were selected for the correlation measurement.
*obskey: MASS
*reackey: AU AU --> LAMBDA ALAMBDA X
*qual: SQRT(S) IN GEV:  200
*xheader: MASS IN GEV/C^2
*yheader: Counts
*qual: .: Lambda: AntiLambda
*data: x: y: y
1.08062; 30948.0 +- 175.92; 24748.0 +- 157.315; 
1.09021; 93395.0 +- 305.606; 78778.0 +- 280.674; 
1.09062; 94684.0 +- 307.708; 80248.0 +- 283.281; 
1.09104; 96903.0 +- 311.292; 81972.0 +- 286.308; 
1.09146; 98339.0 +- 313.59; 83709.0 +- 289.325; 
1.09188; 99841.0 +- 315.976; 85434.0 +- 292.291; 
1.09229; 101068.0 +- 317.912; 86538.0 +- 294.173; 
1.09271; 103556.0 +- 321.801; 87809.0 +- 296.326; 
1.09313; 104655.0 +- 323.504; 88737.0 +- 297.888; 
1.09354; 106255.0 +- 325.968; 89749.0 +- 299.581; 
1.09396; 107069.0 +- 327.214; 91356.0 +- 302.252; 
1.09438; 108088.0 +- 328.767; 91509.0 +- 302.505; 
1.09479; 109527.0 +- 330.949; 93156.0 +- 305.215; 
1.09521; 111345.0 +- 333.684; 94496.0 +- 307.402; 
1.09563; 112053.0 +- 334.743; 95688.0 +- 309.335; 
1.09604; 113384.0 +- 336.725; 95424.0 +- 308.908; 
1.09646; 114810.0 +- 338.836; 97482.0 +- 312.221; 
1.09688; 116217.0 +- 340.906; 97760.0 +- 312.666; 
1.09729; 116712.0 +- 341.631; 98884.0 +- 314.458; 
1.09771; 118254.0 +- 343.881; 100136.0 +- 316.443; 
1.09813; 119580.0 +- 345.803; 101267.0 +- 318.225; 
1.09854; 120188.0 +- 346.681; 102180.0 +- 319.656; 
1.09896; 120903.0 +- 347.711; 102927.0 +- 320.822; 
1.09937; 123169.0 +- 350.954; 103804.0 +- 322.186; 
1.09979; 123591.0 +- 351.555; 104497.0 +- 323.26; 
1.10021; 125103.0 +- 353.699; 106424.0 +- 326.227; 
1.10062; 126691.0 +- 355.937; 107032.0 +- 327.157; 
1.10104; 126904.0 +- 356.236; 107858.0 +- 328.417; 
1.10146; 128235.0 +- 358.099; 109160.0 +- 330.394; 
1.10187; 129965.0 +- 360.507; 110507.0 +- 332.426; 
1.10229; 131057.0 +- 362.018; 111728.0 +- 334.257; 
1.10271; 132105.0 +- 363.463; 112459.0 +- 335.349; 
1.10313; 133785.0 +- 365.766; 113755.0 +- 337.276; 
1.10354; 135415.0 +- 367.988; 115140.0 +- 339.323; 
1.10396; 136328.0 +- 369.226; 116127.0 +- 340.774; 
1.10438; 137551.0 +- 370.879; 118216.0 +- 343.826; 
1.10479; 139746.0 +- 373.826; 119040.0 +- 345.022; 
1.10521; 141077.0 +- 375.602; 120925.0 +- 347.743; 
1.10563; 142385.0 +- 377.339; 123076.0 +- 350.822; 
1.10604; 144962.0 +- 380.739; 124407.0 +- 352.714; 
1.10646; 147734.0 +- 384.362; 126293.0 +- 355.377; 
1.10688; 150476.0 +- 387.912; 129088.0 +- 359.288; 
1.10729; 153619.0 +- 391.943; 133254.0 +- 365.04; 
1.10771; 158799.0 +- 398.496; 136389.0 +- 369.309; 
1.10813; 164214.0 +- 405.233; 139411.0 +- 373.378; 
1.10854; 171356.0 +- 413.952; 146496.0 +- 382.748; 
1.10896; 180968.0 +- 425.403; 154194.0 +- 392.675; 
1.10938; 193490.0 +- 439.875; 163901.0 +- 404.847; 
1.10979; 211123.0 +- 459.481; 178870.0 +- 422.93; 
1.11021; 236413.0 +- 486.223; 198743.0 +- 445.806; 
1.11062; 272901.0 +- 522.399; 228668.0 +- 478.192; 
1.11104; 323824.0 +- 569.055; 271770.0 +- 521.316; 
1.11146; 400748.0 +- 633.047; 334303.0 +- 578.189; 
1.11187; 517190.0 +- 719.159; 428895.0 +- 654.901; 
1.11229; 691414.0 +- 831.513; 568909.0 +- 754.261; 
1.11271; 952914.0 +- 976.173; 783482.0 +- 885.145; 
1.11313; 1350680.0 +- 1162.19; 1103680.0 +- 1050.56; 
1.11354; 1951580.0 +- 1396.99; 1583560.0 +- 1258.4; 
1.11396; 2842620.0 +- 1686.01; 2298630.0 +- 1516.12; 
1.11438; 4118490.0 +- 2029.41; 3309900.0 +- 1819.31; 
1.11479; 5774220.0 +- 2402.96; 4606550.0 +- 2146.29; 
1.11521; 7267080.0 +- 2695.75; 5779840.0 +- 2404.13; 
1.11563; 7598230.0 +- 2756.49; 6034870.0 +- 2456.6; 
1.11604; 6517790.0 +- 2553.0; 5159700.0 +- 2271.5; 
1.11646; 4910230.0 +- 2215.9; 3875620.0 +- 1968.66; 
1.11688; 3532240.0 +- 1879.42; 2777470.0 +- 1666.57; 
1.11729; 2521990.0 +- 1588.08; 1976260.0 +- 1405.8; 
1.11771; 1811530.0 +- 1345.93; 1422400.0 +- 1192.64; 
1.11813; 1323140.0 +- 1150.28; 1041890.0 +- 1020.73; 
1.11854; 987363.0 +- 993.661; 780493.0 +- 883.455; 
1.11896; 755201.0 +- 869.023; 601609.0 +- 775.635; 
1.11938; 592668.0 +- 769.849; 474661.0 +- 688.956; 
1.11979; 480472.0 +- 693.161; 388650.0 +- 623.418; 
1.12021; 399623.0 +- 632.157; 328604.0 +- 573.24; 
1.12062; 342805.0 +- 585.496; 281979.0 +- 531.017; 
1.12104; 300615.0 +- 548.284; 250413.0 +- 500.413; 
1.12146; 270814.0 +- 520.398; 226575.0 +- 475.999; 
1.12187; 247526.0 +- 497.52; 209946.0 +- 458.199; 
1.12229; 231198.0 +- 480.831; 196936.0 +- 443.775; 
1.12271; 218246.0 +- 467.168; 186943.0 +- 432.369; 
1.12313; 207901.0 +- 455.962; 179368.0 +- 423.519; 
1.12354; 200556.0 +- 447.835; 173961.0 +- 417.086; 
1.12396; 194994.0 +- 441.581; 169519.0 +- 411.727; 
1.12438; 190870.0 +- 436.887; 165457.0 +- 406.764; 
1.12479; 187607.0 +- 433.136; 163455.0 +- 404.296; 
1.12521; 184348.0 +- 429.358; 161111.0 +- 401.386; 
1.12563; 181909.0 +- 426.508; 159059.0 +- 398.822; 
1.12604; 179135.0 +- 423.243; 158240.0 +- 397.794; 
1.12646; 178379.0 +- 422.349; 157364.0 +- 396.691; 
1.12688; 177382.0 +- 421.167; 155624.0 +- 394.492; 
1.12729; 175794.0 +- 419.278; 156167.0 +- 395.18; 
1.12771; 176211.0 +- 419.775; 154445.0 +- 392.995; 
1.12813; 175663.0 +- 419.122; 153988.0 +- 392.413; 
1.12854; 174315.0 +- 417.51; 154144.0 +- 392.612; 
1.12896; 174467.0 +- 417.692; 153005.0 +- 391.159; 
1.12938; 173786.0 +- 416.876; 154102.0 +- 392.558; 
1.12979; 173630.0 +- 416.689; 153219.0 +- 391.432; 
1.13021; 172861.0 +- 415.766; 153075.0 +- 391.248; 
1.13062; 172964.0 +- 415.889; 153464.0 +- 391.745; 
1.13104; 174133.0 +- 417.292; 152804.0 +- 390.902; 
1.13146; 173760.0 +- 416.845; 152984.0 +- 391.132; 
1.13187; 173844.0 +- 416.946; 153017.0 +- 391.174; 
1.13229; 173890.0 +- 417.001; 153958.0 +- 392.375; 
1.13271; 173568.0 +- 416.615; 153143.0 +- 391.335; 
1.13312; 173370.0 +- 416.377; 153727.0 +- 392.08; 
1.13354; 174239.0 +- 417.419; 153921.0 +- 392.328; 
1.13396; 174744.0 +- 418.024; 154674.0 +- 393.286; 
1.13438; 174646.0 +- 417.907; 154336.0 +- 392.856; 
1.13479; 174561.0 +- 417.805; 155022.0 +- 393.728; 
1.13521; 174504.0 +- 417.737; 155064.0 +- 393.782; 
1.13563; 175324.0 +- 418.717; 154753.0 +- 393.387; 
1.13604; 175471.0 +- 418.893; 154356.0 +- 392.882; 
1.13646; 175215.0 +- 418.587; 154519.0 +- 393.089; 
1.13688; 175443.0 +- 418.859; 155890.0 +- 394.829; 
1.13729; 175803.0 +- 419.289; 155000.0 +- 393.7; 
1.13771; 175361.0 +- 418.761; 156105.0 +- 395.101; 
1.13813; 175215.0 +- 418.587; 155580.0 +- 394.436; 
1.13854; 175079.0 +- 418.424; 156090.0 +- 395.082; 
1.13896; 175401.0 +- 418.809; 155969.0 +- 394.929; 
1.13938; 175172.0 +- 418.536; 155156.0 +- 393.898; 
1.13979; 175971.0 +- 419.489; 155251.0 +- 394.019; 
1.14021; 175106.0 +- 418.457; 155438.0 +- 394.256; 
1.14062; 175272.0 +- 418.655; 155680.0 +- 394.563; 
1.14104; 175354.0 +- 418.753; 155203.0 +- 393.958; 
1.14146; 175517.0 +- 418.947; 155190.0 +- 393.942; 
1.14187; 174678.0 +- 417.945; 154677.0 +- 393.29; 
1.14229; 175391.0 +- 418.797; 155768.0 +- 394.675; 
1.14271; 175173.0 +- 418.537; 154709.0 +- 393.331; 
1.14312; 174501.0 +- 417.733; 154820.0 +- 393.472; 
1.14354; 175326.0 +- 418.719; 154334.0 +- 392.854; 
1.14396; 173977.0 +- 417.106; 154416.0 +- 392.958; 
1.14437; 174024.0 +- 417.162; 154242.0 +- 392.737; 
1.14479; 175035.0 +- 418.372; 153834.0 +- 392.217; 
1.14521; 174009.0 +- 417.144; 153606.0 +- 391.926; 
1.14563; 173551.0 +- 416.595; 153024.0 +- 391.183; 
1.14604; 172972.0 +- 415.899; 152879.0 +- 390.997; 
1.14646; 172160.0 +- 414.922; 152428.0 +- 390.42; 
1.14688; 172813.0 +- 415.708; 152475.0 +- 390.48; 
1.14729; 172539.0 +- 415.378; 151944.0 +- 389.8; 
1.14771; 172146.0 +- 414.905; 151733.0 +- 389.529; 
1.14813; 171237.0 +- 413.808; 151802.0 +- 389.618; 
1.14854; 170788.0 +- 413.265; 151223.0 +- 388.874; 
1.14896; 171149.0 +- 413.702; 150253.0 +- 387.625; 
1.14938; 170118.0 +- 412.454; 150706.0 +- 388.209; 
1.14979; 169132.0 +- 411.257; 150127.0 +- 387.462; 
*dataend: 

*dataset:
*location: Figure 2
*dscomment: The $\Lambda\Lambda$ and $\bar{\Lambda}\bar{\Lambda}$ correlation function in Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV, for 0-80% centrality.
*obskey: CORR
*reackey: *reackey: AU AU --> LAMBDA ALAMBDA X
*qual: SQRT(S) IN GEV:  200
*xheader: Q IN GEV/C
*yheader: C(Q)
*qual: .: Lambda: AntiLambda
*data: x: y: y
0.01; 0.891445 +- 0.0840395; 0.971208 +- 0.109995; 
0.03; 0.863259 +- 0.031369; 0.886744 +- 0.0411495; 
0.05; 0.859428 +- 0.0186188; 0.83008 +- 0.0252539; 
0.07; 0.939072 +- 0.0145886; 0.909608 +- 0.0193831; 
0.09; 0.925423 +- 0.0111224; 0.938454 +- 0.0148041; 
0.11; 0.920299 +- 0.00915672; 0.919495 +- 0.0121407; 
0.13; 0.938038 +- 0.00786904; 0.926209 +- 0.0105485; 
0.15; 0.947492 +- 0.00693421; 0.950833 +- 0.00921455; 
0.17; 0.95117 +- 0.00614626; 0.942179 +- 0.00820921; 
0.19; 0.945097 +- 0.00550514; 0.938471 +- 0.0073114; 
0.21; 0.97879 +- 0.00516761; 0.937763 +- 0.00693374; 
0.23; 0.968249 +- 0.0046951; 0.959937 +- 0.00622269; 
0.25; 0.980188 +- 0.00440185; 0.971432 +- 0.00583368; 
0.27; 0.978586 +- 0.00409146; 0.962594 +- 0.0054427; 
0.29; 0.971936 +- 0.00380861; 0.961083 +- 0.00505663; 
0.31; 0.975464 +- 0.00360014; 0.965513 +- 0.00478042; 
0.33; 0.979571 +- 0.00342214; 0.967176 +- 0.00455307; 
0.35; 0.977691 +- 0.003245; 0.960743 +- 0.00432417; 
0.37; 0.973112 +- 0.00308898; 0.973227 +- 0.00409642; 
0.39; 0.980933 +- 0.00296918; 0.964517 +- 0.00395848; 
0.41; 0.988312 +- 0.00287449; 0.974721 +- 0.00380966; 
0.43; 0.98524 +- 0.00275519; 0.982737 +- 0.00365614; 
0.45; 0.986523 +- 0.00265764; 0.97523 +- 0.00353325; 
0.47; 0.986795 +- 0.00257037; 0.980456 +- 0.00341112; 
0.49; 0.997091 +- 0.00251426; 0.979573 +- 0.00334739; 
0.51; 0.991225 +- 0.00242741; 0.972609 +- 0.0032288; 
0.53; 0.996562 +- 0.00237181; 0.986785 +- 0.00314379; 
0.55; 0.997619 +- 0.00231237; 0.980217 +- 0.00307367; 
0.57; 0.989585 +- 0.00224079; 0.984857 +- 0.00296915; 
0.59; 0.993281 +- 0.00219497; 0.977447 +- 0.00291598; 
0.61; 0.992599 +- 0.00214873; 0.978961 +- 0.00284655; 
0.63; 0.991838 +- 0.00209808; 0.983939 +- 0.00278054; 
0.65; 0.998764 +- 0.00207066; 0.986818 +- 0.00274162; 
0.67; 0.988684 +- 0.00201315; 0.986951 +- 0.00266235; 
0.69; 0.99738 +- 0.00199032; 0.98644 +- 0.00264015; 
0.71; 0.996689 +- 0.00195862; 0.993534 +- 0.0025914; 
0.73; 0.996284 +- 0.0019244; 0.986646 +- 0.00255006; 
0.75; 1.00144 +- 0.00190311; 0.989846 +- 0.00252407; 
0.77; 0.996904 +- 0.00186824; 0.988269 +- 0.00247526; 
0.79; 1.0003 +- 0.00184854; 0.990953 +- 0.00244896; 
0.81; 0.997934 +- 0.00181866; 0.984913 +- 0.00241498; 
0.83; 1.00151 +- 0.0018036; 0.987496 +- 0.0023918; 
0.85; 0.99644 +- 0.00177289; 0.993653 +- 0.00234603; 
0.87; 0.996525 +- 0.00175248; 0.98356 +- 0.00232383; 
0.89; 1.00167 +- 0.00174418; 0.992665 +- 0.00230804; 
0.91; 1.00091 +- 0.00172369; 0.990304 +- 0.00228303; 
0.93; 0.997275 +- 0.00169908; 0.987089 +- 0.00225393; 
0.95; 0.998472 +- 0.00168529; 0.992265 +- 0.00223101; 
0.97; 1.00074 +- 0.0016736; 0.992198 +- 0.00221787; 
0.99; 1.00593 +- 0.00166519; 0.988873 +- 0.00221227; 
*dataend: 

*dataset:
*location: Figure 3
*dscomment: The combined $\Lambda\Lambda$ and $\bar{\Lambda}\bar{\Lambda}$ correlation function for 0-80% centrality Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV.
*obskey: CORR
*reackey: *reackey: AU AU --> LAMBDA ALAMBDA X
*qual: SQRT(S) IN GEV:  200
*xheader: Q IN GEV/C
*yheader: -
*qual: .: C(Q): $\Lambda\Lambda$ No residual: $\Lambda\Lambda$ with residual
*data: x: y: y: y
0.01; 0.8228 +- 0.0767992 (DSYS=+0.118214, -0.118214); 0.909636; 0.835034; 
0.03; 0.8775 +- 0.0297943 (DSYS=+0.116843, -0.116843); 0.910942; 0.8524685; 
0.05; 0.855 +- 0.0174406 (DSYS=+0.0479224, -0.0479224); 0.9134897; 0.879512; 
0.07; 0.9129 +- 0.0132806 (DSYS=+0.0350589, -0.0350589); 0.9171532; 0.906085; 
0.09; 0.9356 +- 0.0105106 (DSYS=+0.0418513, -0.0418513); 0.9217586; 0.9256351; 
0.11; 0.9295 +- 0.00860613 (DSYS=+0.0253097, -0.0253097); 0.927096; 0.9367368; 
0.13; 0.9256 +- 0.00732562 (DSYS=+0.0221106, -0.0221106); 0.932936; 0.9411453; 
0.15; 0.9463 +- 0.00648223 (DSYS=+0.0221893, -0.0221893); 0.9390461; 0.94188; 
0.17; 0.9505 +- 0.00572692 (DSYS=+0.0200541, -0.0200541); 0.9452055; 0.943844; 
0.19; 0.9417 +- 0.00512124 (DSYS=+0.0223172, -0.0223172); 0.9512183; 0.951205; 
0.21; 0.9618 +- 0.00476733 (DSYS=+0.0264969, -0.0264969); 0.956922; 0.959835; 
0.23; 0.9661 +- 0.00436716 (DSYS=+0.0273789, -0.0273789); 0.96219; 0.965885; 
0.25; 0.9803 +- 0.00410732 (DSYS=+0.0131275, -0.0131275); 0.96695; 0.96983; 
0.27; 0.9757 +- 0.00379868 (DSYS=+0.0238427, -0.0238427); 0.97115; 0.972706; 
0.29; 0.9691 +- 0.0035437 (DSYS=+0.0121333, -0.0121333); 0.974789; 0.975055; 
0.31; 0.9767 +- 0.00335767 (DSYS=+0.0150337, -0.0150337); 0.977886; 0.97714; 
0.33; 0.9826 +- 0.00319313 (DSYS=+0.0154463, -0.0154463); 0.98049; 0.979087; 
0.35; 0.9776 +- 0.00301848 (DSYS=+0.0106255, -0.0106255); 0.9826677; 0.980939; 
0.37; 0.9772 +- 0.00289148 (DSYS=+0.0154458, -0.0154458); 0.9844946; 0.982722; 
0.39; 0.9815 +- 0.0027688 (DSYS=+0.0127251, -0.0127251); 0.986054; 0.984445; 
0.41; 0.9874 +- 0.00267598 (DSYS=+0.0107529, -0.0107529); 0.9874315; 0.986108; 
0.43; 0.9916 +- 0.00257775 (DSYS=+0.0127466, -0.0127466); 0.9887008; 0.987708; 
0.45; 0.9892 +- 0.00247993 (DSYS=+0.0108048, -0.0108048); 0.989926; 0.98924; 
0.47; 0.9914 +- 0.00240154 (DSYS=+0.0110781, -0.0110781); 0.9911504; 0.99071; 
0.49; 0.9959 +- 0.00234215 (DSYS=+0.0109378, -0.0109378); 0.992395; 0.992104; 
*dataend: 

*dataset:
*location: Figure 4
*dscomment: The $\Lambda\Lambda$ interaction parameters from this experiment.
*obskey: REFF
*reackey: *reackey: AU AU --> LAMBDA ALAMBDA X
*qual: SQRT(S) IN GEV:  200
*xheader: Particle State
*yheader: Values
*qual: .: l/a0 (fm^-1): l/|a0| (fm^-1): $r_{eff}$
*qual: Secondary SysErr on STAR: 0.56: 0.56: 2.09
*data: x: y: y: y
Lm-Lm(STAR); 0.91 +- 0.31 (DSYS=0.07); 0.91 +- 0.31 (DSYS=0.07); 8.52 +- 2.56 (DSYS=0.74);
Lm-Lm(Nagara); -1.74; 1.74; 6.45;
Lm-Lm(Nagara); -1.30; 1.30; 6.59;
Proton(p)-Proton(p); -0.12814 +- 0.00009; 0.12814 +- 0.00009; 2.798 +- 0.008 
Neutron(n)-Neutron(n); -0.059 +- 0.002; 0.059 +- 0.002; 2.8;
p-Lm (singlet); -0.347; 0.347; 2.92;
p-Lm (triplet); -0.602; 0.602; 3.78;
p-n (singlet); -0.0411 +- 0.002; 0.0411 +- 0.002; 2.706;
p-n (triplet); 0.185; 0.185; 1.761;
*dataend: 

*E:
